identifiant_ban;numero_dpe
74055_0150_00182;2374E3936386K
74210_0805_00121;2374E3566328K
74010_0560_00024;2374E3291265B
74014_0010_00001;2374E4382830I
74152_0190_00125;2374E2246069F
74305_0203_00006;2374E4109521L
74145_0070;2374E3461549L
74208_1195;2374E2843959Z
74076_0180_00099;2374E2762994Y
74010_3269_00007;2374E4148927B
74123_0519_00026;2374E3628183L
74143_0467_00632;2374E3560899P
74119_0914;2374E3576987J
74010_2822_00004;2374E3759806W
74010_2844;2374E2675810S
74010_2599_00016;2374E3549344E
74225_aqad2m_00002;2374E3762600I
74067_0125;2374E2895671X
74014_0215_00110;2374E2664795B
74070_0035;2374E4477879B
74010_3396_00009;2374E4062856Q
74042_0940_00034;2374E4145632I
74010_2717_00010;2374E4434684S
74281_0420_00099;2374E2599236O
74238_0820_01812;2374E3122263Z
74010_2962_00027;2374E4132543X
74010_0560_00022;2374E3295049P
74266_0001_00547;2374E3753093R
74014_0072_00031;2374E3371594Q
74264_0182_00710;2374E3434952M
74010_2925_00022;2374E4129608A
74010_2930_00011;2374E3641364K
74012_0693_00007;2374E4521365P
74281_0650_00015;2374E3397123N
74281_1238;2374E3144848Q
74019_0372;2374E3212923X
74012_0693_00002;2374E2706594S
74171_0004_00010;2374E2628676W
74264_0182_00710;2374E3418860O
74010_3089_00011;2374E2747033B
74293_0203_00142;2374E3601440W
74288_0085_00110;2374E3293602Y
74010_2599_00006;2374E3550645F
74143_0811;2374E3280175N
74269_0170;2374E2429556K
74010_3269_00022;2374E4166671N
74303_0235;2374E2770441J
74010_3200_00053;2374E2342871J
74010_2925_00084;2374E4001602S
74281_0650_00002_bis;2374E3855961D
74067_0125;2374E3870770S
74081_0200;2374E2448017L
74080_0255_02277;2374E4189804G
74081_1136_00017;2374E4513202Q
74010_2844;2374E2677067B
74083_0238;2374E4158455N
74252_0126_00945;2374E2500960S
74010_1200_00020;2374E3642480I
74010_3222_00008;2374E4158374K
74276_0081;2374E2661280W
74144_A310;2374E2685725B
74281_1060_00003;2374E3035339T
74128_0830_01789;2374E4125719L
74112_0437_00109;2374E2424123L
74010_3451_00031;2374E2770305D
74010_1830_00041;2374E4525438G
74010_2893;2374E3641144Y
74010_2700;2374E2618014U
74173_0194;2374E2464127B
74278_0777;2374E2435837Z
74208_a006_00050;2374E2685083J
74010_0560_00022;2374E3155870O
74159_0293;2374E3370594E
74225_0260_00012;2374E2490574G
74191_0064_00138;2374E3159907V
74236_0327_00050;2374E2675371V
74269_0170;2374E2485788E
74134_0176_00038;2374E4173621V
74233_0610_00084;2374E3962314Q
74243_0177;2374E3884775J
74010_2911_00005;2374E2700789L
74282_0839;2374E2478275F
74299_0090_00006;2374E2832097T
74012_0693_00002;2374E2706318C
74105_0057_00003;2374E3036753D
74010_2280;2374E4155458G
74185_0115_01422;2374E3261551F
74012_0190_00094;2374E2910043R
74010_3529;2374E2659471H
74010_0080_00017;2374E3035378G
74094_0462;2374E4038205N
74160_0020_00136;2374E2774697B
74258_0028_00494;2374E2241813N
74010_2844;2374E2676975N
74042_0960;2374E3385210I
74010_0660_00010;2374E2464267L
74263_0905_00195;2374E4059587X
74056_0615;2374E4139064S
74010_3305_00023;2374E4162213B
74119_0930;2374E3901504U
74264_0182_00710;2374E3490837X
74010_0250_00006;2374E4485238C
74010_2700;2374E2617988U
74070_0035_01294;2374E2592597F
74010_1090_00070;2374E2775967X
74019_0350_00349;2374E3497051X
74056_0251_00015;2374E3288618G
74056_0251_00015;2374E3288333H
74010_3451_00031;2374E2770282G
74010_2599_00006;2374E3550762S
74010_2599_00006;2374E3550265P
74272_0317_00054;2374E2877872I
74281_1220;2374E2382622G
74010_0450_00013;2374E3873635X
74191_0010;2374E3770136E
74010_2599_00006;2374E3550168W
74019_0372;2374E3212988K
74012_0440_00003;2374E4198418O
74012_1240_00022;2374E2674074Y
74012_0710_00013;2374E3441431R
74010_2510_00023;2374E2625273Z
74281_1223;2374E3915554E
74282_0880_00222;2374E3767004S
74012_0250_00012;2374E2237357D
74007_0066_00772;2374E3575840G
74185_08qvcf_00355;2374E3828509H
74213_0655_00065;2374E3949279H
74012_0637_00011;2374E2879505D
74010_0990_00023;2374E2964187D
74256_0516_00105;2374E3198590Q
74225_0260_00012;2374E2490543B
74263_0043_00819;2374E2551304A
74010_1090_00070;2374E2775969Z
74012_1280_00002_c;2374E2472070O
74056_0961;2374E2586531X
74010_0670;2374E2633583P
74224_0740_00482_c;2374E2715352O
74010_1140_00001;2374E2781414K
74278_0130_00178;2374E2704636K
74010_3479_00010;2374E2596840K
74173_0362;2374E4253086E
74159_0230;2374E2628448C
74070_0022_00192;2374E3112792S
74083_0157_00015;2374E4393932I
74010_3281_00024;2374E4439173J
74010_3269_00007;2374E4148932G
74148_0140_00375;2374E2421392K
74213;2374E3047349R
74218_0319_00564;2374E3921574S
74224_0740_00221;2374E4096654O
74006_0120;2374E4227378K
74010_2662;2374E4152403T
74260_0110;2374E2528722M
74305_0203_00006;2374E4109991N
74233_0610_00084;2374E3962118C
74010_2599_00014;2374E3553373D
74224_0740_00482_c;2374E2715357T
74256_0490;2374E3026167Z
74217_0050_01269;2374E2314819L
74276_0081;2374E2661301R
74094_0462;2374E4038214W
74010_3451_00015;2374E3239222K
74012_0693_00002;2374E4524656E
74208_0508;2374E2681818U
74201_0440_00251;2374E3275312M
74012_0510_00020;2374E3458804W
74060_ugjpxx;2374E3249291R
74012_0693_00002;2374E2706344C
74010_3269_00013;2374E4160949L
74123_0176_00017;2374E3028152I
74026_0170_00021;2374E2640650K
74018_0165_01732;2374E2844287P
74012_0190_00065;2374E3224822O
74281_06fd7s_00019;2374E2676692Q
74241_0172;2374E4132099V
74221_0071;2374E2502414Q
74010_0560_00022;2374E3294985D
74019_0350_00349;2374E3497060G
74208_0238_00075;2374E2684052S
74276_0081_00520;2374E2642916O
74043_0195_00150;2374E4474054Y
74010_0560_00022;2374E3157988A
74281_1440_00008;2374E3579931P
74010_2940_00024;2374E3707653Z
74010_3060_00021;2374E2502462M
74169_0201;2374E3882420U
74008_0350_00011;2374E3918683N
74094_0240_00266;2374E3821778K
74010_3315_00003;2374E3606931B
74243_0164_00002;2374E3640892G
74010_0340_00006_ter;2374E2905806S
74305_0135;2374E4064087Z
74015_0395;2374E2744373T
74281_0296;2374E4278975X
74010_2844;2374E2677094C
74010_3335_00094;2374E2522152U
74164_0228;2374E4092634Y
74016_0272_00037;2374E4136476E
74010_1090_00123;2374E4490686Q
74243_0130;2374E3164488A
74210_0263_00030;2374E3717530W
74010_2911;2374E2785195V
74074_0090_00124;2374E2428716C
74151_0200_00021;2374E3226512O
74278_0130_00070;2374E2704475F
74309_0320_00066;2374E3479360M
74010_2977_00001;2374E4525105L
74010_2110;2374E3398808I
74010_2599_00014;2374E3552247V
74010_3303_00005;2374E3120380O
74137_0840_00130;2374E3559939R
74012_0693_00002;2374E4524668Q
74144_A310;2374E2685727D
74010_2625_00015;2374E3438528A
74263_0624_00261;2374E3193980I
74256_0190_00038;2374E3258302G
74010_2888;2374E2804759H
74281_0900;2374E3029354O
74074_0140_00093;2374E4132987Z
74010_3451_00007;2374E2462282C
74256_0073_00160;2374E2457391Z
74012_0520_00006_b;2374E3243552Y
74288_0173_00355;2374E2961709V
74311_0005_00007;2374E2265715V
74199_0155;2374E2390215H
74010_2893;2374E3641167V
74067_0125;2374E3870139L
74010_2855_00022;2374E2796066Y
74006_0080;2374E3910007V
74209_0098;2374E3896780C
74010_3222_00008;2374E4158384U
74243_0130;2374E3164537X
74305_0200_00018;2374E2715104A
74010_3222_00008;2374E4158357T
74281_1649_00011;2374E4065297N
74010_1610_00049;2374E3339423H
74264_0521_00005;2374E2601540E
74082_0058_00085;2374E3055589P
74010_2888;2374E2456924A
74067_0180_00051;2374E3123509X
74229_0060;2374E2275065L
74010_3305_00023;2374E4162198M
74121_0037;2374E2907367T
74010_1995_00055;2374E4149814E
74010_2739_00016;2374E3753193N
74082_0105_00615;2374E2880557P
74191_0290;2374E4283462M
74010_2700;2374E2617981N
74209_0035;2374E3506112K
74243_0130;2374E3164438C
74067_0125;2374E3870779B
74019_0200_00039;2374E2990774S
74010_0560_00022;2374E3293596S
74010_2617_00005_a;2374E2437140C
74281_0030_00008;2374E3723747Z
74056_0927_00016;2374E4301497D
74010_3185_00124;2374E2644296Q
74010_2599_00014;2374E3552988I
74010_2911;2374E2785232G
74281_0980;2374E4191149Z
74117_0120;2374E2671214Y
74010_2911;2374E2785161N
74159_0800;2374E3377773H
74256_0190_00038;2374E3258279J
74010_2855_00016;2374E2792222C
74043_0403_00063;2374E2701755P
74067_0125;2374E3870708I
74010_2925_00026;2374E4145485R
74278_0130_00178;2374E2704625Z
74264_0182_00710;2374E3434948I
74010_2942_00008;2374E2470194K
74010_3451_00007;2374E2462178C
74233_0610_00084;2374E3962016E
74104_0180_00106;2374E4434245V
74224_0740_00482_c;2374E2715344G
74140_a030_00040;2374E4484336K
74151_0200_00021;2374E3226508K
74010_3451_00038;2374E2488813N
74281_1320_00008;2374E4507282Y
74256_0540_00018;2374E3548057R
74116_0072_00210;2374E3388716E
74012_0693_00002;2374E2706281R
74010_3451_00038;2374E2488779F
74012_0637_00011;2374E2879510I
74012_0693_00002;2374E2706566Q
74169_0201;2374E3882573R
74190_0049;2374E3634149X
74258_0028_00494;2374E2236492W
74010_3222_00008;2374E4158262C
74010_2846_00018;2374E2385267Z
74143_0805_00096;2374E2685710M
74026_0220;2374E3343380M
74012_0220_00037;2374E3627159B
74276_0015_00016;2374E4018917R
74225_0460_00020_bis;2374E3935590U
74010_1240;2373E3140840L
74169_0201;2374E3882609B
74281_1238;2374E3011828M
74010_1240;2373E3140833E
74010_0330_00012;2374E3643126E
74208_0133;2374E2714049L
74191_0079;2374E4368688K
74225_0260_00012;2374E2490517B
74278_0130_00178;2374E2704653B
74112_0809_00030;2374E2443323X
74264_0182_00710;2374E3481531Z
74143_0285;2374E3471518W
74010_3451_00038;2374E2488742U
74010_1090_00070;2374E2775977H
74169_0390_00015;2374E3270028G
74133_0180_00108;2374E3016060G
74010_3222_00008;2374E4158258Y
74010_2700;2374E2617983P
74314_0120;2374E2631115R
74010_2821_00029;2374E2702506M
74276_0081;2374E2661151X
74010_2599_00006;2374E3550626M
74281_0715_00066;2374E3949603T
74225_0260_00012;2374E2490516A
74010_3071_00013;2374E4416267J
74010_3269_00007;2374E4148940O
74012_0693_00007;2374E4460538C
74229_0530_00364;2374E4497185P
74262_0061_00008;2374E3358181T
74010_3060_00021;2374E2502458I
74010_2100;2374E2587490U
74146_0124;2374E3527885V
74236_0347_00126;2374E3347186W
74080_0615_00245;2374E2922877H
74264_0182_00710;2374E3434977L
74233_0610_00084;2374E3962090A
74010_2599_00006;2374E3550954C
74209_0112_00122;2374E3470940Q
74010_1740_00003;2374E2717846M
74281_0420_00099;2374E2796575N
74010_2599_00014;2374E3553189B
74020_0033_00096;2374E4450863Z
74010_2846_00004_a;2374E2254554O
74289_0640_00065;2374E4314764K
74010_2634_00010;2374E3496214S
74012_1240_00022;2374E2701883N
74010_2764_00001;2374E4105419R
74281_0060;2374E2643087D
74276_0081;2374E2661256Y
74281_0580_00037;2374E3959028G
74258_0028_00494;2374E2235393P
74154_0066_00045;2374E4034820I
74133_0530_00051;2374E3302642Q
74014_0170;2374E2939058Q
74310_0360_00825;2374E3086396M
74256_0040_00817;2374E3256917Z
74010_2862_00015;2374E2792646K
74010_3396_00009;2374E4062757V
74119_0203_00033;2374E2864758Y
74242_0390_00146;2374E2537505H
74171_0009;2374E3782746E
74010_2869_00026;2374E4172241T
74215_0107_00040;2374E3418214S
74010_3269_00007;2374E4148830I
74010_2856_00020;2374E3661568M
74154_0012;2374E3103910C
74010_2599_00014;2374E3553131V
74010_2599_00006;2374E3550512C
74010_3185_00124;2374E2644321P
74298_0150_00034;2374E3421186A
74012_0190_00065;2374E2844117B
74012_0800_00004;2374E2306200Y
74218_0162_00261;2374E4077585D
74160_0560;2374E3166622C
74281_0840_00017;2374E3552636U
74209_0098_00186;2374E3335458U
74012_1240_00022;2374E2674103B
74010_3269_00013;2374E4160890E
74281_0900_00029;2374E4523331F
74014_0072_00031;2374E3371602Y
74014_0245;2374E2937086U
74010_3239_00037;2374E2604824M
74008_0270_00017;2374E2843759H
74258_0515_00176;2374E2464106G
74040_0225_00300;2374E4072469J
74185_0390;2374E3525318C
74169_0159_00044;2374E3446847Z
74258_0230;2374E3069882I
74087_0036;2374E4293103H
74218_0314_00020;2374E3865055X
74010_2764_00001;2374E4104249R
74303_0235;2374E2770443L
74010_0560_00006;2374E2644088Q
74010_3448_00004;2374E2839686Q
74015_0370_00396;2374E3033515P
74185_0305_00124;2374E2370312U
74169_0201;2374E3882578W
74010_wb3a2g;2374E4327195N
74010_2604_00023;2374E3626917T
74143_0811;2374E3280180S
74119_40wf8d_00051;2374E3020239Z
74042;2374E3578422O
74119_0247_00006;2374E3811590O
74070_0035_01290;2374E4094599N
74264_0040_00025_b;2374E2418583J
74012_0255_00003;2374E4066983J
74004_0010_00488;2374E3093896Y
74010_1020_00002;2374E2343486A
74208_0508;2374E2681857H
74272_0317_00054;2374E2877814C
74012_0710_00011;2374E3195071H
74010_0330_00012;2374E3643116U
74281_0900_00029;2374E4523324Y
74167_0349_00093;2374E2560587B
74264_0182_00710;2374E3434968C
74074_0140_00093;2374E4132913D
74010_2844;2374E2675746G
74096_0114_00287;2374E3033740G
74019_0350_00319;2374E4473058Q
74134_0284_00300;2374E2398236U
74264_0148_00010;2374E3792923P
74010_2100;2374E2590716W
74278_0130_00070;2374E2704477H
74008_0270_00039;2374E3073262I
74085_0230_00297;2374E2243399N
74012_0637_00011;2374E2879467R
74169_0201;2374E3882602U
74094_0730_00430;2374E2826827B
74001_0098_00182;2374E3798188C
74134_0123;2374E4221908A
74008_0350_00048;2374E2705020E
74299_0350_00008;2374E3754154M
74010_2844;2374E2675813V
74119_0606_00017;2374E3211719P
74010_1240;2373E3140838J
74010_2893_00003;2374E3959144S
74010_2925_00022;2374E4129628U
74043_0360_00133;2374E2849282S
74233_0610_00084;2374E3962107R
74276_0390_00257;2374E2883436I
74012_0255_00003;2374E4066945X
74236_0207_00080;2374E2840548U
74191_0010;2374E2385883R
74243_0130;2374E3164433X
74010_2764_00001;2374E4112918C
74166_0465;2374E2598832A
74010_0450_00013;2374E3873606U
74012_0693_00002;2374E2706367Z
74010_2789_00010;2374E3605142G
74058_0655_00185;2374E2665346G
74010_3305_00006;2374E4164309R
74010_2599_00016;2374E3549242G
74010_3269_00007;2374E4148828G
74116_0145_00031_b;2374E2223021T
74236_0389;2374E3117423V
74010_1030_00082;2374E3847531X
74288_0025_00613;2374E2990858Y
74280_0200_00001;2374E4445628Q
74010_3089_00004;2374E3995699R
74010_3305_00006;2374E4164380K
74056_0178;2374E2368914A
74010_2977_00001;2374E4525102I
74144_A310;2374E2685724A
74010_2925_00026;2374E4145468A
74010_3479_00021;2374E2660148I
74010_2963;2374E3583236S
74048_1310;2374E4051804O
74082_0002_00119;2374E3356765H
74010_2767;2374E2766316S
74304_0058_00283;2374E3381896W
74200_0001_01265;2374E3792163J
74242_0505_00290;2374E3331128G
74052_0030;2374E3874889D
74010_1100_00010;2374E2463334O
74010_1995_00055;2374E4149826Q
74281_0290_00006;2374E2586765X
74225_aqad2m_00002;2374E3762608Q
74233_0610_00084;2374E3962254I
74070_0035;2374E4477905B
74010_3222_00008;2374E4158277R
74012_1240_00022;2374E2701905J
74010_3299_00010;2374E4153054U
74010_3060_00021;2374E2499480U
74185_831sub_00028;2374E4228282E
74010_2911_00005;2374E2700844O
74102_0260_01221;2374E3126068I
74278_0093_00020;2374E2495678O
74010_2100;2374E2590726G
74010_2599_00014;2374E3553210W
74044_0370_00066;2374E3691572M
74164_0484_00040;2374E3108433B
74010_2911;2374E2785233H
74164_0228;2374E4092654S
74010_2280;2374E4155429D
74138_0025_03097;2374E2922862S
74070_0035_01290;2374E4094597L
74012_0693_00007;2374E4521376A
74010_2575_00010;2374E3993173N
74010_3451_00031;2374E2770260K
74200_0080;2374E3464459J
74288_0225_00351;2374E3988328E
74208_0238;2374E2683923T
74138_0140;2374E4194978G
74019_0350_00349;2374E3497055B
74208_0133;2374E2714043F
74010_3060_00021;2374E2499472M
74010_2844;2374E2675787V
74099_0029_00682;2374E2314389X
74010_0330_00012;2374E3643121Z
74298_0108_00006;2374E3267493T
74281_1570_00008;2374E4197928S
74200_0053;2374E3390622M
74070_0300_00349;2374E3459362I
74005_0082_00900;2374E3959723Z
74112_0804_00061;2374E4508799H
74281_1653;2374E2844391P
74018_0073;2374E3907055H
74010_2599_00006;2374E3550608U
74010_2700;2374E2617977J
74012_0693_00002;2374E2706368A
74010_2599_00006;2374E3550919T
74056;2374E2930744W
74012_0693_00002;2374E4524700W
74264_0182_00710;2374E3490844E
74159_0800;2374E3382760C
74139_1115;2374E2885988M
74119_0406_00003;2374E2883571N
74010_2717_00014;2374E2825072O
74010_3448_00004;2374E2839650G
74133_0180_00084;2374E3526323T
74070_0038_00710;2374E2875973H
74278_0130_00178;2374E2710437N
74233_0610_00084;2374E3962155N
74010_3156_00207;2374E3859159D
74010_2730_00032;2374E3924687L
74019_0350_00349;2374E3497219J
74258_0028_00494;2374E2236454K
74281_1270_00010;2374E4405678C
74264_0415;2374E2894773J
74199_xy3gi5;2374E2963327B
74010_2599_00014;2374E3552812O
74143_0843_00032;2374E3302317D
74173_0208_03063;2374E3604950W
74010_jzuyx6_00005;2374E4141503N
74010_2599_00014;2374E3552778G
74010_2280;2374E4155446U
74060_ugjpxx;2374E3249283J
74133_0240_00005;2374E2402626Q
74104_0500;2374E3547020U
74233_0610_00084;2374E3962357H
74010_3473_00005;2374E3734539B
74159_0800;2374E3382735D
74164_0228;2374E4092687Z
74264_0148_00010;2374E3792939F
74012_0693_00002;2374E2706343B
74131_0375_00432;2374E2922082S
74063_0101_01311;2374E3338207N
74200_0100_00319;2374E3453225H
74182_0075_00009;2374E3094698U
74010_3105_00002;2374E3049862I
74243_0130;2374E3164482U
74010_2280;2374E4155444S
74278_0130_00070;2374E2704489T
74221_0071;2374E2502322C
74119_0270_00008;2374E3152721L
74012_1240_00022;2374E2701857N
74281_0740_00056;2374E2545869Z
74256_0292_00212;2374E3558876U
74109_0340_00242;2301E2679125K
74244_0046_01634;2374E2909976C
74012_0440_00003;2374E3932700Q
74112_0260_00227;2374E4479764O
74281_1500_00016;2374E3776297D
74036_0100;2374E2633447J
74224_1308_05982;2374E4134351L
74229_0830;2374E3619485X
74220_36fzz7_00659;2374E4192870E
74208_0133;2374E2714053P
74305_0304_00012;2374E2488785L
74133_0280_00005;2374E3568875J
74010_2856_00022;2374E3713344W
74010_3281_00001;2374E2629897V
74282_0868_00056;2374E3726358K
74094_0710_00684;2374E2307590K
74208_0133;2374E2714036Y
74134_0288_00223;2374E3126038E
74159_0293;2374E3370590A
74264_0148_00010;2374E3792614S
74281_1060_00020;2374E2742642E
74191_0010;2374E3770621V
74043_0360_00133;2374E2849290A
74067_0007_00021;2373E4210619U
74171_0004_00010;2374E2604551Z
74272_0317_00054;2374E2877811Z
74010_0560_00022;2374E3295028U
74012_1240_00022;2374E2674100Y
74010_3480_00007;2374E3007632C
74010_1200_00020;2374E3642458M
74264_0182_00710;2374E3490055V
74213_0655_00065;2374E3957122Y
74010_2977_00005;2374E4525068A
74010_3281_00024;2374E4417245Z
74056_1271;2374E4351591V
74109_0470;2301E3807467E
74011_0450_00002_ter;2374E2369299V
74010_3222_00008;2374E4158261B
74010_2610_00002;2374E2376073J
74208_0508;2374E2682754U
74010_2571_00016;2374E2857858O
74169_034gn7_00023;2374E4083257H
74010_2911;2374E2785178E
74293_0025_00712_c;2374E2919988E
74278_0685_00505;2374E3754176I
74010_2733;2374E4087471J
74012_1240_00022;2374E2701900E
74010_3451_00031;2374E2770301Z
74010_2855_00016;2374E2792191X
74225_0801;2374E4319042Y
74032_1400_01373;2374E2715494A
74012_0693_00007;2374E2706644Q
74281_06fd7s_00019;2374E2678060G
74225_0230;2374E3074220E
74208_0372_01727;2374E2831006U
74014_0072_00031;2374E3371596S
74043_0357;2374E3007263X
74256_0579_00115;2374E2477321N
74019_0350_00349;2374E3495633J
74010_3060_00025;2374E2501960E
74012_0693_00002;2374E2706336U
74021_0610_00075;2374E3754769D
74082_0105_00173;2374E2365829J
74276_0081;2374E2661253V
74305_0203_00006;2374E4114344Y
74010_2080_00006;2374E3559860Q
74012_0960_00029;2374E4019471Z
74010_2700;2374E2618041V
74010_0330_00012;2374E3643109N
74243_0130;2374E3164444I
74267_0335;2374E2866930M
74258_0028_00494;2374E2241856E
74010_1610_00049;2374E3339331T
74243_0130;2374E3164462A
74068_0170_00170;2374E3471902Q
74010_1610_00051_bis;2374E3339148S
74081_0030_00023;2374E4157479Z
74135_0440;2374E4234846Q
74136_0600_00132;2374E2908853X
74010_2280;2374E4155426A
74012_0255_00003;2374E4066989P
74143_0287_00072;2374E2645760Y
74258_0424;2374E3399620O
74019_0350_00349;2374E3495629F
74010_3222_00008;2374E4158400K
74281_1560_00014;2374E4510104M
74010_3269_00007;2374E4148885L
74010_2700;2374E2618035P
74278_0720_00100;2374E4057833L
74010_0560_00022;2374E3294959D
74010_2599_00016;2374E3549397F
74119_0399_00008;2374E4095379N
74010_3089_00011;2374E2624768O
74236_0347_00126;2374E3346906C
74191_0105_00107_d;2374E4305840E
74112_0809_00030;2374E2443304E
74010_0330_00012;2374E3643087R
74010_3451_00031;2374E2770316O
74264_0182_00710;2374E3434811B
74197_0376_00190;2374E3656779H
74010_2599_00014;2374E3553113D
74220_1350_00090;2374E2699817B
74224_0120_00533;2374E3011903J
74010_2794_00006;2374E4392724W
74010_3060_00021;2374E2499457X
74067_0125;2374E3870906Y
74282_0874_00530;2374E3137467T
74006_0120;2374E4227365X
74010_3451_00007;2374E2462332A
74010_2940_00009;2374E2598294I
74242_0480_00281;2374E2259729P
74012_0470_00013;2374E3601237B
74127_0900;2374E2968581D
74137_0085_00290;2374E3029969F
74012_1240_00022;2374E2701886Q
74010_3097_00015;2374E2711813L
74242_0340_00066;2374E2839376S
74281_0393_00014;2374E2635542Y
74105_0055_00075_bis;2374E2771277N
74010_2599_00014;2374E3552731L
74156_1100;2374E3149174A
74010_1200_00020;2374E3642444Y
74220_1350_00090;2374E2699678S
74007_0293_00790;2374E4150835L
74010_2856_00020;2374E3643020C
74010_2550_00020;2374E2803133T
74010_3451_00031;2374E2770233J
74010_2718_00069;2374E3529927J
74010_3305_00006;2374E4164323F
74010_3448_00004;2374E2839700E
74014_0150;2374E4068604S
74010_1610_00049;2374E3339345H
74281_1370_00067;2374E3403430C
74012_0259_00014;2374E3482283X
74169_0201;2374E3882550U
74010_2844;2374E2675792A
74056_0045;2374E4124788Q
74208_0133;2374E2713844O
74298_0150_00081;2374E4261659X
74010_0300_00009;2374E2789301T
74014_0058_00181;2374E4363793D
74159_0800;2374E3382766I
74133_0450_00004;2374E2849343B
74085_0163_00447;2374E3855251V
74133_0180;2374E3332411P
74010_3451_00031;2374E2770271V
74275_0620;2374E3837916C
74099_0017_00934;2374E4026328S
74019_0350_00349;2374E3497215F
74019_0372;2374E3212919T
74160_0020_00136;2374E2774728G
74010_0380_00002_bis;2374E2581562U
74311_0493;2374E4182551H
74276_0308;2374E2298914S
74264_0182_00710;2374E3418889R
74223_0067_03794;2374E4322633B
74056_0178;2374E2369314K
74012_0950_00031;2374E2934228W
74096_0200_00171;2374E3519119R
74008_0350_00026;2374E4094526S
74133_0540_00003;2374E3233482Q
74012_0693_00007;2374E2706451F
74099_0017_00051;2374E2381286W
74208_0508;2374E2682725R
74010_3065_00006;2374E3290385F
74070_0038_00220;2374E3019877B
74010_3479_00025;2374E3494780O
74010_3097_00015;2374E2711815N
74074_0090;2374E2532574Q
74056_0771_00307;2374E2852363F
74184_0095_00020;2374E3692585L
74281_0570;2374E4333320C
74099_0055_00325;2374E2582315T
74010_0670;2374E2631224W
74128_0195_00096;2374E2472449D
74010_2876_00009;2374E3177896S
74242_0290_00858;2374E4266870I
74010_0660_00018_bis;2374E2905143F
74218_0122;2374E2514955Z
74241_a020_00026;2374E2228031L
74288_0056;2374E3852836Y
74082_0190_00551;2374E2476821H
74010_2925_00022;2374E4129635B
74067_0125;2374E2895390C
74012_0693_00002;2374E2706500C
74010_2925_00031;2374E3954063H
74010_0560_00022;2374E3155861F
74208_0500_00055;2374E2552893D
74010_3052_00014;2374E4337698M
74026_0370;2374E3186919T
74213_0655_00065;2374E3957302W
74012_1240_00022;2374E2701846C
74010_2550;2374E3542681X
74010_3047_00030;2374E2409747N
74119_0550;2374E4408839R
74305_0135;2374E4064060Y
74042_0740_00776;2374E3725551J
74012_1240_00022;2374E2674152Y
74012_0637_00011;2374E2879459J
74014_0170;2374E2524791H
74278_0093_00020;2374E2495658U
74010_2969_00012;2374E3607595P
74010_2728_00005;2374E3159098S
74269_0170;2374E2485786C
74010_3451_00038;2374E2488740S
74010_3269_00022;2374E4166703T
74191_0050;2374E3850193H
74010_3060_00027;2374E2501110M
74010_2599_00014;2374E3552169V
74010_2887_00031;2374E3352391B
74121_0016;2374E4431603F
74281_0540_00025;2374E2226294Q
74012_0420_00013;2374E2592979X
74041_0410_01314;2374E2307001T
74012_0610_00057;2374E3660056I
74010_2940_00009_bis;2374E2766250E
74281_1320_00008;2374E4507231Z
74010_2685_00006;2374E3390480A
74010_2648_00005;2374E2454141Z
74010_1610_00049;2374E3339351N
74010_2728_00004;2374E3630753H
74104_0625;2374E4052062M
74236_0543_00864;2374E2524476E
74010_3451_00038;2374E2488751D
74010_2763_00007;2374E3549360U
74010_2599_00006;2374E3551066K
74010_2599_00014;2374E3552722C
74012_0693_00007;2374E2706444Y
74164_0484_00040;2374E3108448Q
74143_0019_02150;2374E3911468A
74010_3222_00008;2374E4158404O
74160_0020_00136;2374E2774735N
74085_0098_00070;2374E3126560G
74103_0101_00163;2374E2318056Y
74010_0901;2374E2547496O
74010_2925_00022;2374E4129580Y
74123_0235_00290;2374E2679448Q
74142_0040_00300;2374E3754595L
74224_fd83aw_00309;2374E3840703H
74012_0693_00007;2374E4460526Q
74010_2932_00002;2374E3703249P
74276_57hzim;2374E3287739L
74010_2691;2374E2300301B
74289_0255;2374E4142680U
74272_0860_00888;2374E3049284C
74241_a020_00026;2374E2228041V
74210_0280;2374E3670460M
74256_0289;2374E3496024K
74010_3299_00010;2374E4153190A
74012_0255_00003;2374E4066933L
74010_2925_00031;2374E3954060E
74133_0245_00041;2374E2785581R
74133_0245_00008;2374E3177153D
74225_0260_00012;2374E2490533R
74258_0480;2374E2824497L
74010_3529;2374E2659465B
74010_3185_00124;2374E2644292M
74010_1120_00008;2374E2535410S
74264_0182_00710;2374E3491115P
74281_0740_00045;2374E3092139J
74119_0662;2374E4402653T
74010_0330_00012;2374E3643100E
74301_0050_01700;2374E2664955F
74189_0223_00041;2374E2723637F
74108_0780;2374E3039913R
74056_0613;2374E3225686U
74301_0620_00546;2374E4274666E
74272_0390_00035;2374E3949033V
74012_0693_00007;2374E4521387L
74010_1200_00020;2374E3642437R
74010_2930_00011;2374E3641363J
74010_1200_00020;2374E3642470Y
74241_a020_00026;2374E2228038S
74102_B017;2374E3542469T
74281_0900_00011_bis;2374E3901624K
74191_0050;2374E3989207Z
74070_0038_00741;2374E4210101X
74281_06fd7s_00014;2374E3484668Q
74155_1250_01061;2374E2668694A
74119_0790_00002;2374E3238746C
74010_2625_00001;2374E3169163V
74266_0160_00030;2374E2526463P
74070_0035;2374E2400032W
74010_1610_00051_bis;2374E3339162G
74309_0330;2374E3675874S
74012_0217;2374E4154624E
74010_1830_00049;2374E3268916M
74070_0035_01290;2374E4093943H
